Id,SalePrice
1461,119559.96877936946
1462,151428.65432903197
1463,170710.010452574
1464,182759.57115622342
1465,208940.18858318427
1466,177768.30004330055
1467,163424.81020787254
1468,167031.47131037578
1469,181198.65808844916
1470,121522.13484686908
1471,176812.22330584045
1472,102593.230334473
1473,106715.30803589162
1474,160116.3139342361
1475,145523.51026999316
1476,352242.8746706888
1477,256122.60140054795
1478,286520.9079949551
1479,218927.11549216215
1480,434180.5958556149
1481,332989.81478593696
1482,213948.38125407923
1483,165880.5988479078
1484,170125.41270190076
1485,168453.54123634362
1486,193169.94984889487
1487,400867.6120726495
1488,265572.6139344927
1489,200045.15215840036
1490,178287.01196968285
1491,189690.94850386563
1492,114322.2492615421
1493,183950.05066813648
1494,309399.80536911474
1495,303466.70947994984
1496,195509.90909922175
1497,174597.80304786534
1498,161753.75114073855
1499,158743.83685502427
1500,150610.9128394275
1501,177267.53740104625
1502,160511.0297673776
1503,284227.3190359477
1504,240395.32859350415
1505,209329.4530857907
1506,178902.3329423379
1507,200478.8495531969
1508,204207.59445217985
1509,176870.88028773112
1510,151471.6937844146
1511,151471.6937844146
1512,156516.76464616967
1513,158670.9406720005
1514,169213.49107262184
1515,162083.12066700813
1516,181090.97047467792
1517,151783.72400086344
1518,135172.95583270307
1519,201854.28758407023
1520,140272.44561845355
1521,145410.46481037274
1522,181821.97039385774
1523,101257.56613486998
1524,117227.63787484774
1525,119734.88544603615
1526,116569.19852450697
1527,117828.37308265979
1528,113592.34213442507
1529,146803.9271177479
1530,161268.21750076738
1531,147362.41004504502
1532,116352.81502350094
1533,146698.4196626347
1534,113592.34213442507
1535,162690.11343948974
1536,120031.94520187899
1537,97703.2913427435
1538,198968.74472485846
1539,273522.850730057
1540,134457.56178284992
1541,165510.72188090862
1542,149287.52807918453
1543,215651.05729957623
1544,92833.94432538754
1545,111673.4394623603
1546,125414.41488207123
1547,133446.00943133904
1548,137408.87362236547
1549,133476.25242679365
1550,147772.06772093818
1551,126353.29373276742
1552,140410.47346719255
1553,143775.67805668502
1554,118590.23678408582
1555,177354.9990524794
1556,107750.54702299224
1557,134352.44086476802
1558,105563.38845413113
1559,136497.17421092314
1560,149907.30402118427
1561,151767.39300816154
1562,115486.20272089471
1563,113769.34077573719
1564,153540.16068020617
1565,156769.15124631766
1566,199686.84665638563
1567,97735.9767208204
1568,212966.95975109134
1569,169976.0298351114
1570,127160.86937613762
1571,129440.48444757008
1572,143308.37959436467
1573,235341.15426565465
1574,145406.1897191319
1575,195870.14296663093
1576,194162.1814682744
1577,194378.87485442412
1578,165280.41369068192
1579,140401.07595136174
1580,189690.94850386563
1581,136070.21329633825
1582,135804.61891202425
1583,351526.72870624944
1584,258611.49781505048
1585,138731.34031927932
1586,89290.8906885482
1587,108891.43990768
1588,145171.1165166676
1589,102999.36819763627
1590,132142.48170221908
1591,104563.06251037943
1592,145435.95750650973
1593,117092.81114587071
1594,133126.5466469512
1595,131075.98585149666
1596,220784.9388912199
1597,192349.7292890615
1598,191386.80869145584
1599,207277.7375635764
1600,194772.71630346397
1601,75663.31117916868
1602,112797.87576427434
1603,102710.09420328742
1604,304138.6666304676
1605,276792.10573967505
1606,158967.4391730082
1607,177124.36730081018
1608,193627.19938062257
1609,193627.19938062257
1610,152434.9737335966
1611,155444.18009076588
1612,156464.53150870145
1613,156210.7352703701
1614,119734.88544603615
1615,97966.68300760697
1616,93689.0306307853
1617,100294.09372189267
1618,115486.20272089471
1619,133498.91623009616
1620,151292.84733668296
1621,139369.7562468486
1622,143972.7713925641
1623,290014.2154424743
1624,197953.195961028
1625,118207.85328641173
1626,166633.11556233335
1627,185962.804722657
1628,300387.969665135
1629,177397.77513145766
1630,328513.7917647059
1631,219689.86129070926
1632,276074.5922967909
1633,163258.08695062934
1634,177219.6675350648
1635,173903.52622005396
1636,160510.62718466326
1637,176480.26665217002
1638,215380.3462911163
1639,181669.5200890203
1640,264977.8471479501
1641,190046.2617345623
1642,203116.61357147284
1643,234751.99908738592
1644,233164.89589545532
1645,168930.05383876833
1646,152085.59447187526
1647,161129.53464404997
1648,151471.6937844146
1649,133919.15108031634
1650,121189.32484963075
1651,119638.21373851963
1652,102593.230334473
1653,103945.34582743076
1654,171330.97666657247
1655,154442.45037971268
1656,161873.68997590276
1657,174031.76217381886
1658,160116.3139342361
1659,145523.51026999316
1660,148500.16097781542
1661,429935.684449891
1662,359421.2111467236
1663,369153.0131424366
1664,410895.7923848609
1665,305344.2954949551
1666,318817.33910961903
1667,374703.84992608154
1668,335569.02625146817
1669,283699.3314526847
1670,336171.00958480145
1671,241229.06559736902
1672,435579.11645658256
1673,310968.059965405
1674,248496.53158155154
1675,166403.70691272363
1676,166403.70691272363
1677,189426.88119880442
1678,385535.8155742297
1679,366117.1467314596
1680,314531.57417402475
1681,262771.0721601073
1682,301978.41133184126
1683,181915.96497948427
1684,173607.53111193646
1685,167988.66338003002
1686,178887.08549230482
1687,163258.08695062934
1688,185970.06561908958
1689,187078.98167846882
1690,177320.0585821746
1691,168972.70660131852
1692,273191.41489672364
1693,163258.08695062934
1694,170326.39790758697
1695,168780.02141827391
1696,278048.3129416009
1697,172882.04279782093
1698,351113.515332244
1699,342110.527906092
1700,241886.81615089005
1701,299510.4757367618
1702,271984.8153540363
1703,252253.08158155152
1704,318975.3240128448
1705,233261.81898556073
1706,358101.59493388055
1707,193517.95196041494
1708,196071.43126468058
1709,273493.6440414667
1710,230781.132811109
1711,247629.71828995965
1712,216876.51248890813
1713,231577.71044981322
1714,221416.88535890417
1715,189690.94850386563
1716,192499.6376802859
1717,173179.44793007537
1718,143996.6177589072
1719,203079.79841392083
1720,257048.6817511675
1721,177392.26798511995
1722,140054.37775184744
1723,152037.98880797546
1724,196459.6104816824
1725,226052.49503005767
1726,181782.12843490895
1727,163826.10867009324
1728,189690.94850386563
1729,161336.8810243841
1730,168458.89521745505
1731,138804.25962095236
1732,136075.6224046713
1733,118542.11105800394
1734,130860.02626376026
1735,119734.88544603615
1736,119734.88544603615
1737,352072.8373410012
1738,197008.0175331054
1739,259653.19346663138
1740,183156.55015283843
1741,166298.42929250887
1742,174428.41928713402
1743,177214.2071500132
1744,302010.6689876347
1745,235844.61655907397
1746,290045.1425676067
1747,216782.45791504794
1748,206276.58962126635
1749,153540.16068020617
1750,151814.1836689731
1751,237494.2972272172
1752,115121.45626869495
1753,142809.64341512066
1754,221619.05207081808
1755,160632.42601511345
1756,124798.05033982682
1757,113567.30004882994
1758,149841.425242281
1759,166799.94884576616
1760,153540.16068020617
1761,151768.4940135395
1762,161354.00979967354
1763,163339.19255223317
1764,116569.19852450697
1765,182105.56650877147
1766,168829.15768032375
1767,202741.88559088463
1768,141530.95895944402
1769,169001.94725588258
1770,119734.88544603615
1771,142465.1797386648
1772,142906.96622330003
1773,140289.57616749167
1774,135172.95583270307
1775,130026.98540962239
1776,116688.47908268815
1777,111739.38584615973
1778,127542.52794451822
1779,122218.8819801909
1780,184321.13834513546
1781,134568.07139133516
1782,84450.99741781267
1783,133370.74497168045
1784,102976.264373632
1785,124211.67631489117
1786,137491.97703862115
1787,175711.42394368895
1788,75184.97784583535
1789,119745.52750656882
1790,80879.88630670156
1791,177708.21354666958
1792,153201.83573252303
1793,145818.984509213
1794,143211.32328927895
1795,140344.29206809032
1796,122373.28806628895
1797,125949.79846612131
1798,128109.53739854864
1799,115121.45626869495
1800,122480.40594289484
1801,125059.45970535398
1802,172090.684759577
1803,161091.8756720005
1804,142025.25754858396
1805,136488.5834789468
1806,118964.98031121974
1807,158843.3877153799
1808,139884.00380523794
1809,130258.58988343482
1810,159551.66014180132
1811,124783.54485231226
1812,122224.00756502885
1813,113273.51422426505
1814,98695.03903917497
1815,79160.72018529117
1816,108692.03290498327
1817,129345.30853351908
1818,154821.01969210387
1819,120509.13945615059
1820,82115.08813083192
1821,124212.54770942824
1822,167765.55860573085
1823,75876.3831529964
1824,142007.75987977925
1825,133020.1120053428
1826,108085.391393645
1827,113870.57113503644
1828,143729.11592284753
1829,114188.29290942496
1830,158252.75755808825
1831,187064.71120321605
